"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2009년 09월 04일","1,016.4","1,003.8","1,016.5","1,001.7","-","1.31%"
"2009년 09월 03일","1,003.2","996.1","1,003.4","992.3","-","0.85%"
"2009년 09월 02일","994.8","996.1","1,000.3","992.0","-","-0.33%"
"2009년 09월 01일","998.0","1,019.5","1,028.4","996.3","-","-2.21%"
"2009년 08월 31일","1,020.6","1,025.2","1,025.2","1,014.6","-","-0.81%"
"2009년 08월 28일","1,028.9","1,031.6","1,039.5","1,023.1","-","-0.20%"
"2009년 08월 27일","1,031.0","1,027.8","1,033.3","1,016.2","-","0.28%"
"2009년 08월 26일","1,028.1","1,027.3","1,032.5","1,021.6","-","0.01%"
"2009년 08월 25일","1,028.0","1,026.6","1,037.8","1,026.2","-","0.24%"
"2009년 08월 24일","1,025.6","1,026.6","1,035.8","1,022.5","-","-0.05%"
"2009년 08월 21일","1,026.1","1,009.1","1,027.6","1,009.1","-","1.86%"
"2009년 08월 20일","1,007.4","996.4","1,008.9","996.4","-","1.09%"
"2009년 08월 19일","996.5","986.9","999.6","980.6","-","0.69%"
"2009년 08월 18일","989.7","980.6","991.2","980.6","-","1.01%"
"2009년 08월 17일","979.7","998.2","998.2","978.5","-","-2.43%"
"2009년 08월 14일","1,004.1","1,012.2","1,012.6","994.6","-","-0.85%"
"2009년 08월 13일","1,012.7","1,005.9","1,013.1","1,000.8","-","0.69%"
"2009년 08월 12일","1,005.8","994.0","1,012.8","993.4","-","1.15%"
"2009년 08월 11일","994.3","1,005.8","1,005.8","992.4","-","-1.27%"
"2009년 08월 10일","1,007.1","1,008.9","1,010.1","1,001.0","-","-0.33%"
"2009년 08월 07일","1,010.5","999.8","1,018.0","999.8","-","1.34%"
"2009년 08월 06일","997.1","1,004.1","1,008.0","992.5","-","-0.56%"
"2009년 08월 05일","1,002.7","1,005.4","1,006.6","994.3","-","-0.29%"
"2009년 08월 04일","1,005.7","1,001.4","1,007.1","996.7","-","0.30%"
"2009년 08월 03일","1,002.6","990.2","1,003.6","990.2","-","1.53%"
"2009년 07월 31일","987.5","986.8","993.2","982.8","-","0.07%"
"2009년 07월 30일","986.8","976.0","996.7","976.0","-","1.19%"
"2009년 07월 29일","975.2","977.7","977.8","968.7","-","-0.46%"
"2009년 07월 28일","979.6","981.5","982.3","969.3","-","-0.26%"
"2009년 07월 27일","982.2","978.6","982.5","972.3","-","0.30%"
"2009년 07월 24일","979.3","972.2","979.8","966.0","-","0.30%"
"2009년 07월 23일","976.3","954.1","979.4","953.3","-","2.33%"
"2009년 07월 22일","954.1","953.4","959.8","947.8","-","-0.05%"
"2009년 07월 21일","954.6","952.0","956.5","943.2","-","0.36%"
"2009년 07월 20일","951.1","942.1","951.6","941.0","-","1.14%"
"2009년 07월 17일","940.4","940.6","941.9","934.7","-","-0.04%"
"2009년 07월 16일","940.7","930.2","944.0","927.5","-","0.86%"
"2009년 07월 15일","932.7","910.2","934.0","910.2","-","2.96%"
"2009년 07월 14일","905.8","900.8","905.8","896.5","-","0.53%"
"2009년 07월 13일","901.0","879.6","901.0","875.3","-","2.49%"
"2009년 07월 10일","879.1","880.0","883.6","872.8","-","-0.40%"
"2009년 07월 09일","882.7","881.3","887.9","878.5","-","0.35%"
"2009년 07월 08일","879.6","881.9","886.8","869.3","-","-0.17%"
"2009년 07월 07일","881.0","898.6","898.6","879.9","-","-1.97%"
"2009년 07월 06일","898.7","894.3","898.7","886.4","-","0.26%"
"2009년 07월 02일","896.4","921.2","921.2","896.4","-","-2.91%"
"2009년 07월 01일","923.3","920.8","931.9","920.8","-","0.44%"
"2009년 06월 30일","919.3","927.2","930.0","912.9","-","-0.85%"
"2009년 06월 29일","927.2","919.9","928.0","916.2","-","0.91%"
"2009년 06월 26일","918.9","918.8","922.0","913.0","-","-0.15%"
"2009년 06월 25일","920.3","899.5","921.4","896.3","-","2.14%"
"2009년 06월 24일","900.9","896.3","910.8","896.3","-","0.65%"
"2009년 06월 23일","895.1","893.5","898.7","888.9","-","0.23%"
"2009년 06월 22일","893.0","918.1","918.1","893.0","-","-3.06%"
"2009년 06월 19일","921.2","920.0","927.1","915.8","-","0.31%"
"2009년 06월 18일","918.4","910.9","921.9","907.9","-","0.84%"
"2009년 06월 17일","910.7","911.9","918.4","903.8","-","-0.14%"
"2009년 06월 16일","912.0","925.6","928.0","911.6","-","-1.27%"
"2009년 06월 15일","923.7","942.5","942.5","919.7","-","-2.38%"
"2009년 06월 12일","946.2","943.4","946.3","935.7","-","0.14%"
"2009년 06월 11일","944.9","939.0","956.2","939.0","-","0.61%"
"2009년 06월 10일","939.2","942.7","949.8","928.0","-","-0.35%"
"2009년 06월 09일","942.4","940.3","946.9","936.2","-","0.35%"
"2009년 06월 08일","939.1","938.1","946.3","926.4","-","-0.10%"
"2009년 06월 05일","940.1","945.7","951.7","934.1","-","-0.25%"
"2009년 06월 04일","942.5","932.5","942.5","929.3","-","1.15%"
"2009년 06월 03일","931.8","942.5","942.5","923.8","-","-1.37%"
"2009년 06월 02일","944.7","942.9","949.4","938.5","-","0.20%"
"2009년 06월 01일","942.9","923.3","947.8","923.3","-","2.58%"
"2009년 05월 29일","919.1","907.0","920.0","903.6","-","1.36%"
"2009년 05월 28일","906.8","893.0","909.5","887.6","-","1.54%"
"2009년 05월 27일","893.1","910.0","913.8","891.9","-","-1.90%"
"2009년 05월 26일","910.3","887.0","911.8","881.5","-","2.63%"
"2009년 05월 22일","887.0","888.7","896.7","883.8","-","-0.15%"
"2009년 05월 21일","888.3","900.4","900.4","879.6","-","-1.68%"
"2009년 05월 20일","903.5","908.6","924.6","901.4","-","-0.51%"
"2009년 05월 19일","908.1","909.7","916.4","905.2","-","-0.17%"
"2009년 05월 18일","909.7","886.1","910.0","886.1","-","3.04%"
"2009년 05월 15일","882.9","892.8","897.0","878.9","-","-1.14%"
"2009년 05월 14일","893.1","884.2","898.4","882.5","-","1.04%"
"2009년 05월 13일","883.9","905.4","905.4","882.8","-","-2.69%"
"2009년 05월 12일","908.3","910.5","915.6","896.5","-","-0.10%"
"2009년 05월 11일","909.2","923.0","923.0","908.7","-","-2.15%"
"2009년 05월 08일","929.2","909.0","930.2","909.0","-","2.41%"
"2009년 05월 07일","907.4","919.6","929.6","901.4","-","-1.32%"
"2009년 05월 06일","919.5","904.0","920.3","904.0","-","1.74%"
"2009년 05월 05일","903.8","906.1","907.7","897.3","-","-0.38%"
"2009년 05월 04일","907.2","879.2","907.8","879.2","-","3.39%"
"2009년 05월 01일","877.5","872.7","880.5","866.1","-","0.54%"
"2009년 04월 30일","872.8","876.6","888.7","868.5","-","-0.10%"
"2009년 04월 29일","873.6","856.8","882.1","856.8","-","2.16%"
"2009년 04월 28일","855.2","854.5","864.5","847.1","-","-0.27%"
"2009년 04월 27일","857.5","862.8","868.8","854.7","-","-1.01%"
"2009년 04월 24일","866.2","853.9","871.8","853.9","-","1.68%"
"2009년 04월 23일","851.9","844.6","852.9","835.5","-","0.99%"
"2009년 04월 22일","843.5","847.3","861.8","840.6","-","-0.77%"
"2009년 04월 21일","850.1","831.3","850.1","826.8","-","2.13%"
"2009년 04월 20일","832.4","868.3","868.3","832.4","-","-4.28%"
"2009년 04월 17일","869.6","865.2","875.6","860.9","-","0.50%"
"2009년 04월 16일","865.3","854.5","870.3","847.0","-","1.55%"
"2009년 04월 15일","852.1","839.4","852.9","835.6","-","1.25%"
"2009년 04월 14일","841.5","856.9","856.9","840.3","-","-2.01%"
"2009년 04월 13일","858.7","855.3","864.3","845.3","-","0.25%"
"2009년 04월 09일","856.6","829.3","856.9","829.3","-","3.81%"
"2009년 04월 08일","825.2","816.8","828.4","814.8","-","1.18%"
"2009년 04월 07일","815.5","834.1","834.1","814.5","-","-2.39%"
"2009년 04월 06일","835.5","839.8","839.8","822.8","-","-0.83%"
"2009년 04월 03일","842.5","835.1","842.5","826.7","-","0.97%"
"2009년 04월 02일","834.4","814.5","845.6","814.5","-","2.87%"
"2009년 04월 01일","811.1","793.6","813.6","783.3","-","1.66%"
"2009년 03월 31일","797.9","790.9","810.5","790.9","-","1.31%"
"2009년 03월 30일","787.5","809.1","809.1","779.8","-","-3.48%"
"2009년 03월 27일","815.9","828.7","828.7","813.4","-","-2.03%"
"2009년 03월 26일","832.9","814.1","833.0","814.1","-","2.33%"
"2009년 03월 25일","813.9","806.8","826.8","791.4","-","0.96%"
"2009년 03월 24일","806.1","820.6","823.7","805.5","-","-2.04%"
"2009년 03월 23일","822.9","772.3","823.4","772.3","-","7.08%"
"2009년 03월 20일","768.5","784.6","788.9","766.2","-","-1.98%"
"2009년 03월 19일","784.0","797.9","803.2","781.8","-","-1.30%"
"2009년 03월 18일","794.3","776.0","803.0","765.6","-","2.09%"
"2009년 03월 17일","778.1","753.9","778.1","749.9","-","3.21%"
"2009년 03월 16일","753.9","758.8","774.5","753.4","-","-0.35%"
"2009년 03월 13일","756.5","752.0","758.3","742.5","-","0.77%"
"2009년 03월 12일","750.7","720.9","752.6","714.8","-","4.07%"
"2009년 03월 11일","721.4","719.6","731.9","713.8","-","0.24%"
"2009년 03월 10일","719.6","679.3","719.6","679.3","-","6.37%"
"2009년 03월 09일","676.5","680.8","695.3","672.9","-","-1.00%"
"2009년 03월 06일","683.4","684.0","699.1","666.8","-","0.12%"
"2009년 03월 05일","682.5","708.3","708.3","677.9","-","-4.25%"
"2009년 03월 04일","712.9","698.6","724.1","698.6","-","2.38%"
"2009년 03월 03일","696.3","704.4","711.7","692.3","-","-0.64%"
"2009년 03월 02일","700.8","729.6","729.6","699.7","-","-4.66%"
"2009년 02월 27일","735.1","749.9","751.3","734.5","-","-2.36%"
"2009년 02월 26일","752.8","765.8","779.4","751.8","-","-1.58%"
"2009년 02월 25일","764.9","770.6","780.1","752.9","-","-1.07%"
"2009년 02월 24일","773.1","744.7","775.5","744.7","-","4.01%"
"2009년 02월 23일","743.3","773.3","777.8","742.4","-","-3.47%"
"2009년 02월 20일","770.0","775.9","778.7","754.3","-","-1.14%"
"2009년 02월 19일","778.9","787.9","797.6","777.0","-","-1.20%"
"2009년 02월 18일","788.4","791.1","796.2","780.4","-","-0.10%"
"2009년 02월 17일","789.2","818.6","818.6","789.2","-","-4.56%"
"2009년 02월 13일","826.8","834.0","839.4","825.2","-","-1.00%"
"2009년 02월 12일","835.2","829.9","835.5","808.1","-","0.17%"
"2009년 02월 11일","833.7","827.4","838.2","822.3","-","0.80%"
"2009년 02월 10일","827.2","866.9","868.0","823.0","-","-4.91%"
"2009년 02월 09일","869.9","868.2","875.0","861.7","-","0.15%"
"2009년 02월 06일","868.6","846.1","870.8","845.4","-","2.69%"
"2009년 02월 05일","845.8","831.8","850.5","819.9","-","1.64%"
"2009년 02월 04일","832.2","837.8","851.8","829.2","-","-0.75%"
"2009년 02월 03일","838.5","825.7","842.6","822.0","-","1.58%"
"2009년 02월 02일","825.4","823.1","830.8","812.9","-","-0.05%"
"2009년 01월 30일","825.9","845.7","851.7","821.7","-","-2.28%"
"2009년 01월 29일","845.1","868.9","868.9","844.2","-","-3.31%"
"2009년 01월 28일","874.1","845.7","877.9","845.7","-","3.36%"
"2009년 01월 27일","845.7","837.3","850.5","835.4","-","1.09%"
"2009년 01월 26일","836.6","832.5","852.5","827.7","-","0.56%"
"2009년 01월 23일","832.0","822.2","838.6","806.1","-","0.54%"
"2009년 01월 22일","827.5","839.7","839.7","811.3","-","-1.52%"
"2009년 01월 21일","840.2","806.8","841.7","804.3","-","4.35%"
"2009년 01월 20일","805.2","849.6","849.6","804.5","-","-5.28%"
"2009년 01월 16일","850.1","844.5","858.1","830.7","-","0.76%"
"2009년 01월 15일","843.7","842.0","851.6","817.0","-","0.13%"
"2009년 01월 14일","842.6","867.3","867.3","836.9","-","-3.35%"
"2009년 01월 13일","871.8","869.8","877.0","862.0","-","0.18%"
"2009년 01월 12일","870.3","890.4","890.4","864.3","-","-2.26%"
"2009년 01월 09일","890.3","909.9","911.9","888.3","-","-2.13%"
"2009년 01월 08일","909.7","905.7","910.0","896.8","-","0.34%"
"2009년 01월 07일","906.7","927.5","927.5","902.4","-","-3.00%"
"2009년 01월 06일","934.7","931.2","943.8","927.3","-","0.78%"
"2009년 01월 05일","927.5","929.2","936.6","919.5","-","-0.47%"
"2009년 01월 02일","931.8","903.0","934.7","899.3","-","3.16%"
"2008년 12월 31일","903.3","890.6","910.3","889.7","-","1.42%"
"2008년 12월 30일","890.6","870.6","891.1","870.6","-","2.44%"
"2008년 12월 29일","869.4","872.4","873.7","857.1","-","-0.39%"
"2008년 12월 26일","872.8","869.5","873.7","866.5","-","0.54%"
"2008년 12월 24일","868.2","863.9","869.8","861.4","-","0.58%"
"2008년 12월 23일","863.2","874.3","880.4","860.1","-","-0.97%"
"2008년 12월 22일","871.6","887.2","887.4","857.1","-","-1.83%"
"2008년 12월 19일","887.9","887.0","905.5","883.0","-","0.29%"
"2008년 12월 18일","885.3","906.0","911.0","877.4","-","-2.12%"
"2008년 12월 17일","904.4","908.2","918.8","895.9","-","-0.96%"
"2008년 12월 16일","913.2","871.5","914.7","871.5","-","5.14%"
"2008년 12월 15일","868.6","881.1","884.6","857.7","-","-1.27%"
"2008년 12월 12일","879.7","871.8","883.2","851.3","-","0.70%"
"2008년 12월 11일","873.6","898.3","904.6","868.7","-","-2.85%"
"2008년 12월 10일","899.2","892.2","908.3","885.5","-","1.19%"
"2008년 12월 09일","888.7","906.5","916.3","885.4","-","-2.31%"
"2008년 12월 08일","909.7","882.7","918.6","882.7","-","3.84%"
"2008년 12월 05일","876.1","844.4","879.4","818.4","-","3.65%"
"2008년 12월 04일","845.2","869.8","875.6","833.6","-","-2.93%"
"2008년 12월 03일","870.7","843.6","873.1","827.6","-","2.58%"
"2008년 12월 02일","848.8","817.9","850.5","817.9","-","3.99%"
"2008년 12월 01일","816.2","888.6","888.6","815.7","-","-8.93%"
"2008년 11월 28일","896.2","886.9","896.3","881.2","-","0.96%"
"2008년 11월 26일","887.7","852.9","887.7","841.4","-","3.53%"
"2008년 11월 25일","857.4","853.4","868.9","835.0","-","0.66%"
"2008년 11월 24일","851.8","801.2","865.6","801.2","-","6.47%"
"2008년 11월 21일","800.0","755.8","801.2","741.0","-","6.32%"
"2008년 11월 20일","752.4","805.9","820.5","747.8","-","-6.71%"
"2008년 11월 19일","806.6","859.0","864.6","806.2","-","-6.12%"
"2008년 11월 18일","859.1","852.3","865.9","826.8","-","0.98%"
"2008년 11월 17일","850.8","873.2","882.3","849.0","-","-2.58%"
"2008년 11월 14일","873.3","904.4","916.9","869.9","-","-4.17%"
"2008년 11월 13일","911.3","853.1","913.0","818.7","-","6.92%"
"2008년 11월 12일","852.3","893.4","893.4","850.5","-","-5.19%"
"2008년 11월 11일","899.0","917.2","917.2","884.9","-","-2.20%"
"2008년 11월 10일","919.2","936.8","952.0","907.5","-","-1.27%"
"2008년 11월 07일","931.0","907.4","931.5","906.9","-","2.89%"
"2008년 11월 06일","904.9","952.4","952.4","899.7","-","-5.03%"
"2008년 11월 05일","952.8","1,001.8","1,001.8","949.9","-","-5.27%"
"2008년 11월 04일","1,005.8","971.3","1,007.5","971.3","-","4.08%"
"2008년 11월 03일","966.3","968.7","975.6","958.8","-","-0.25%"
"2008년 10월 31일","968.8","953.1","984.4","944.6","-","1.54%"
"2008년 10월 30일","954.1","939.4","963.2","928.5","-","2.58%"
"2008년 10월 29일","930.1","939.5","970.0","922.3","-","-1.11%"
"2008년 10월 28일","940.5","848.9","940.5","845.3","-","10.79%"
"2008년 10월 27일","848.9","874.3","893.8","846.8","-","-3.18%"
"2008년 10월 24일","876.8","895.2","896.3","852.8","-","-3.45%"
"2008년 10월 23일","908.1","899.1","922.8","858.4","-","1.26%"
"2008년 10월 22일","896.8","951.7","951.7","875.8","-","-6.10%"
"2008년 10월 21일","955.0","980.4","985.4","952.5","-","-3.08%"
"2008년 10월 20일","985.4","943.5","985.4","943.5","-","4.77%"
"2008년 10월 17일","940.5","942.3","984.6","918.7","-","-0.62%"
"2008년 10월 16일","946.4","909.5","947.7","865.8","-","4.25%"
"2008년 10월 15일","907.8","994.6","994.6","904.0","-","-9.03%"
"2008년 10월 14일","998.0","1,010.0","1,044.3","972.1","-","-0.53%"
"2008년 10월 13일","1,003.3","912.8","1,006.9","912.8","-","11.58%"
"2008년 10월 10일","899.2","902.3","936.4","839.8","-","-1.18%"
"2008년 10월 09일","909.9","988.4","1,005.3","909.2","-","-7.62%"
"2008년 10월 08일","984.9","988.9","1,021.1","971.0","-","-1.13%"
"2008년 10월 07일","996.2","1,057.6","1,072.9","996.2","-","-5.74%"
"2008년 10월 06일","1,056.9","1,097.6","1,097.6","1,008.0","-","-3.85%"
"2008년 10월 03일","1,099.2","1,115.2","1,153.8","1,098.1","-","-1.35%"
"2008년 10월 02일","1,114.3","1,160.6","1,160.6","1,111.4","-","-4.03%"
"2008년 10월 01일","1,161.1","1,164.2","1,167.0","1,140.8","-","-0.45%"
"2008년 09월 30일","1,166.4","1,113.8","1,168.0","1,113.8","-","5.42%"
"2008년 09월 29일","1,106.4","1,209.1","1,209.1","1,106.4","-","-8.81%"
"2008년 09월 26일","1,213.3","1,204.5","1,215.8","1,187.5","-","0.34%"
"2008년 09월 25일","1,209.2","1,187.9","1,220.0","1,187.9","-","1.97%"
"2008년 09월 24일","1,185.9","1,188.8","1,197.4","1,179.8","-","-0.20%"
"2008년 09월 23일","1,188.2","1,207.6","1,221.2","1,187.1","-","-1.56%"
"2008년 09월 22일","1,207.1","1,255.4","1,255.4","1,205.6","-","-3.82%"
"2008년 09월 19일","1,255.1","1,213.1","1,265.1","1,213.1","-","4.03%"
"2008년 09월 18일","1,206.5","1,157.1","1,211.1","1,133.5","-","4.33%"
"2008년 09월 17일","1,156.4","1,210.3","1,210.3","1,155.9","-","-4.71%"
"2008년 09월 16일","1,213.6","1,188.3","1,214.8","1,169.3","-","1.75%"
"2008년 09월 15일","1,192.7","1,250.9","1,250.9","1,192.7","-","-4.71%"
"2008년 09월 12일","1,251.7","1,245.9","1,255.1","1,233.8","-","0.21%"
"2008년 09월 11일","1,249.1","1,229.0","1,250.0","1,211.5","-","1.38%"
"2008년 09월 10일","1,232.0","1,227.5","1,243.9","1,221.6","-","0.61%"
"2008년 09월 09일","1,224.5","1,268.0","1,268.7","1,224.5","-","-3.41%"
"2008년 09월 08일","1,267.8","1,249.5","1,274.4","1,247.1","-","2.05%"
"2008년 09월 05일","1,242.3","1,233.2","1,244.9","1,217.2","-","0.44%"
"2008년 09월 04일","1,236.8","1,271.8","1,271.8","1,232.8","-","-2.99%"
"2008년 09월 03일","1,275.0","1,276.6","1,280.6","1,265.6","-","-0.20%"
"2008년 09월 02일","1,277.6","1,287.8","1,303.0","1,272.2","-","-0.41%"
"2008년 08월 29일","1,282.8","1,296.5","1,297.6","1,282.7","-","-1.37%"
"2008년 08월 28일","1,300.7","1,283.8","1,300.7","1,283.8","-","1.48%"
"2008년 08월 27일","1,281.7","1,271.3","1,285.1","1,270.0","-","0.80%"
"2008년 08월 26일","1,271.5","1,267.0","1,275.7","1,263.2","-","0.37%"
"2008년 08월 25일","1,266.8","1,290.5","1,290.5","1,264.9","-","-1.96%"
"2008년 08월 22일","1,292.2","1,277.6","1,293.1","1,277.6","-","1.13%"
"2008년 08월 21일","1,277.7","1,271.1","1,281.4","1,265.2","-","0.25%"
"2008년 08월 20일","1,274.5","1,267.3","1,276.0","1,261.2","-","0.62%"
"2008년 08월 19일","1,266.7","1,276.7","1,276.7","1,263.1","-","-0.93%"
"2008년 08월 18일","1,278.6","1,298.1","1,300.2","1,274.5","-","-1.51%"
"2008년 08월 15일","1,298.2","1,293.8","1,302.1","1,290.7","-","0.41%"
"2008년 08월 14일","1,292.9","1,282.1","1,300.1","1,276.8","-","0.55%"
"2008년 08월 13일","1,285.8","1,288.6","1,294.0","1,274.9","-","-0.29%"
"2008년 08월 12일","1,289.6","1,304.8","1,304.8","1,285.6","-","-1.21%"
"2008년 08월 11일","1,305.3","1,294.4","1,313.2","1,291.4","-","0.69%"
"2008년 08월 08일","1,296.3","1,266.3","1,297.8","1,262.1","-","2.39%"
"2008년 08월 07일","1,266.1","1,286.5","1,286.5","1,264.3","-","-1.79%"
"2008년 08월 06일","1,289.2","1,284.0","1,291.7","1,276.0","-","0.34%"
"2008년 08월 05일","1,284.9","1,254.9","1,284.9","1,254.7","-","2.87%"
"2008년 08월 04일","1,249.0","1,253.3","1,260.5","1,247.4","-","-0.90%"
"2008년 08월 01일","1,260.3","1,269.4","1,270.5","1,254.5","-","-0.56%"
"2008년 07월 31일","1,267.4","1,281.4","1,284.9","1,266.0","-","-1.31%"
"2008년 07월 30일","1,284.3","1,264.5","1,284.3","1,264.5","-","1.67%"
"2008년 07월 29일","1,263.2","1,236.4","1,263.2","1,236.4","-","2.34%"
"2008년 07월 28일","1,234.4","1,257.8","1,260.1","1,234.4","-","-1.86%"
"2008년 07월 25일","1,257.8","1,253.5","1,263.2","1,251.8","-","0.42%"
"2008년 07월 24일","1,252.5","1,283.2","1,283.2","1,251.5","-","-2.31%"
"2008년 07월 23일","1,282.2","1,278.9","1,291.2","1,276.1","-","0.41%"
"2008년 07월 22일","1,277.0","1,257.1","1,277.4","1,248.8","-","1.35%"
"2008년 07월 21일","1,260.0","1,261.8","1,267.7","1,255.7","-","-0.05%"
"2008년 07월 18일","1,260.7","1,258.2","1,262.2","1,251.8","-","0.03%"
"2008년 07월 17일","1,260.3","1,246.3","1,262.3","1,241.5","-","1.20%"
"2008년 07월 16일","1,245.4","1,214.7","1,245.5","1,211.4","-","2.51%"
"2008년 07월 15일","1,214.9","1,226.8","1,234.3","1,200.4","-","-1.09%"
"2008년 07월 14일","1,228.3","1,241.6","1,253.5","1,225.0","-","-0.90%"
"2008년 07월 11일","1,239.5","1,248.7","1,257.3","1,225.3","-","-1.11%"
"2008년 07월 10일","1,253.4","1,245.3","1,257.7","1,236.8","-","0.70%"
"2008년 07월 09일","1,244.7","1,273.4","1,277.4","1,244.6","-","-2.28%"
"2008년 07월 08일","1,273.7","1,251.8","1,274.2","1,242.8","-","1.71%"
"2008년 07월 07일","1,252.3","1,262.9","1,273.9","1,240.7","-","-1.00%"
"2008년 07월 04일","1,265.0","1,265.5","1,269.3","1,256.5","-","0.17%"
"2008년 07월 03일","1,262.9","1,263.0","1,271.5","1,252.0","-","0.11%"
"2008년 07월 02일","1,261.5","1,285.8","1,292.2","1,261.5","-","-1.82%"
"2008년 07월 01일","1,284.9","1,276.7","1,285.3","1,260.7","-","0.38%"
"2008년 06월 30일","1,280.0","1,278.1","1,290.3","1,274.9","-","0.13%"
"2008년 06월 27일","1,278.4","1,283.6","1,289.4","1,272.0","-","-0.37%"
"2008년 06월 26일","1,283.2","1,316.3","1,316.3","1,283.2","-","-2.94%"
"2008년 06월 25일","1,322.0","1,314.5","1,335.6","1,314.5","-","0.58%"
"2008년 06월 24일","1,314.3","1,317.2","1,326.0","1,304.4","-","-0.28%"
"2008년 06월 23일","1,318.0","1,319.8","1,323.8","1,315.3","-","0.01%"
"2008년 06월 20일","1,317.9","1,341.0","1,341.0","1,314.5","-","-1.85%"
"2008년 06월 19일","1,342.8","1,336.9","1,347.7","1,330.5","-","0.38%"
"2008년 06월 18일","1,337.8","1,349.6","1,349.6","1,333.4","-","-0.97%"
"2008년 06월 17일","1,350.9","1,360.7","1,366.6","1,350.5","-","-0.68%"
"2008년 06월 16일","1,360.1","1,358.8","1,364.7","1,352.1","-","0.01%"
"2008년 06월 13일","1,360.0","1,341.8","1,360.0","1,341.7","-","1.50%"
"2008년 06월 12일","1,339.9","1,335.8","1,353.0","1,331.3","-","0.33%"
"2008년 06월 11일","1,335.5","1,357.1","1,357.1","1,335.5","-","-1.69%"
"2008년 06월 10일","1,358.4","1,359.0","1,366.8","1,351.6","-","-0.24%"
"2008년 06월 09일","1,361.8","1,360.8","1,370.6","1,350.6","-","0.08%"
"2008년 06월 06일","1,360.7","1,400.1","1,400.1","1,359.9","-","-3.09%"
"2008년 06월 05일","1,404.1","1,377.5","1,404.1","1,377.5","-","1.95%"
"2008년 06월 04일","1,377.2","1,376.3","1,388.2","1,371.7","-","-0.03%"
"2008년 06월 03일","1,377.7","1,386.4","1,393.1","1,370.1","-","-0.58%"
"2008년 06월 02일","1,385.7","1,399.6","1,399.6","1,377.8","-","-1.05%"
"2008년 05월 30일","1,400.4","1,398.4","1,404.5","1,398.1","-","0.15%"
"2008년 05월 29일","1,398.3","1,390.5","1,406.3","1,388.6","-","0.53%"
"2008년 05월 28일","1,390.8","1,386.5","1,391.3","1,378.2","-","0.40%"
"2008년 05월 27일","1,385.3","1,376.0","1,387.4","1,373.1","-","0.68%"
"2008년 05월 23일","1,375.9","1,392.2","1,392.2","1,373.7","-","-1.32%"
"2008년 05월 22일","1,394.3","1,390.8","1,399.1","1,390.2","-","0.26%"
"2008년 05월 21일","1,390.7","1,414.1","1,419.1","1,388.8","-","-1.61%"
"2008년 05월 20일","1,413.4","1,424.5","1,424.5","1,409.1","-","-0.93%"
"2008년 05월 19일","1,426.6","1,425.3","1,440.2","1,421.6","-","0.09%"
"2008년 05월 16일","1,425.3","1,423.9","1,425.8","1,414.3","-","0.13%"
"2008년 05월 15일","1,423.6","1,408.4","1,424.4","1,406.9","-","1.06%"
"2008년 05월 14일","1,408.7","1,405.7","1,420.2","1,405.7","-","0.40%"
"2008년 05월 13일","1,403.0","1,404.4","1,406.3","1,396.3","-","-0.04%"
"2008년 05월 12일","1,403.6","1,389.4","1,404.1","1,386.2","-","1.10%"
"2008년 05월 09일","1,388.3","1,394.9","1,394.9","1,384.1","-","-0.67%"
"2008년 05월 08일","1,397.7","1,394.3","1,402.3","1,389.4","-","0.37%"
"2008년 05월 07일","1,392.6","1,417.5","1,419.5","1,391.2","-","-1.81%"
"2008년 05월 06일","1,418.3","1,405.6","1,421.6","1,397.1","-","0.77%"
"2008년 05월 05일","1,407.5","1,415.3","1,415.3","1,404.4","-","-0.45%"
"2008년 05월 02일","1,413.9","1,409.2","1,422.7","1,406.3","-","0.32%"
"2008년 05월 01일","1,409.3","1,386.0","1,410.1","1,383.1","-","1.71%"
"2008년 04월 30일","1,385.6","1,391.2","1,404.6","1,384.3","-","-0.38%"
"2008년 04월 29일","1,390.9","1,395.6","1,397.0","1,386.7","-","-0.39%"
"2008년 04월 28일","1,396.4","1,398.0","1,402.9","1,394.4","-","-0.11%"
"2008년 04월 25일","1,397.8","1,387.9","1,399.1","1,380.0","-","0.65%"
"2008년 04월 24일","1,388.8","1,380.5","1,397.7","1,371.1","-","0.64%"
"2008년 04월 23일","1,379.9","1,378.4","1,387.9","1,372.2","-","0.29%"
"2008년 04월 22일","1,375.9","1,386.4","1,386.4","1,369.8","-","-0.88%"
"2008년 04월 21일","1,388.2","1,387.7","1,390.2","1,379.3","-","-0.16%"
"2008년 04월 18일","1,390.3","1,369.0","1,395.9","1,369.0","-","1.81%"
"2008년 04월 17일","1,365.6","1,363.4","1,368.6","1,357.3","-","0.06%"
"2008년 04월 16일","1,364.7","1,337.0","1,365.5","1,337.0","-","2.27%"
"2008년 04월 15일","1,334.4","1,331.7","1,337.7","1,324.3","-","0.46%"
"2008년 04월 14일","1,328.3","1,332.2","1,335.6","1,326.2","-","-0.34%"
"2008년 04월 11일","1,332.8","1,358.0","1,358.0","1,331.2","-","-2.04%"
"2008년 04월 10일","1,360.6","1,355.4","1,367.2","1,350.1","-","0.45%"
"2008년 04월 09일","1,354.5","1,365.5","1,368.4","1,350.0","-","-0.81%"
"2008년 04월 08일","1,365.5","1,370.2","1,370.2","1,360.6","-","-0.51%"
"2008년 04월 07일","1,372.5","1,373.7","1,386.7","1,369.0","-","0.16%"
