"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 12월 07일","2,077.1","2,090.4","2,090.4","2,066.8","-","-0.70%"
"2015년 12월 04일","2,091.7","2,051.2","2,093.8","2,051.2","-","2.05%"
"2015년 12월 03일","2,049.6","2,080.7","2,085.0","2,042.3","-","-1.44%"
"2015년 12월 02일","2,079.5","2,101.7","2,104.3","2,077.1","-","-1.10%"
"2015년 12월 01일","2,102.6","2,082.9","2,103.4","2,082.9","-","1.07%"
"2015년 11월 30일","2,080.4","2,090.9","2,093.8","2,080.4","-","-0.46%"
"2015년 11월 27일","2,090.1","2,088.8","2,093.3","2,084.1","-","-0.27%"
"2015년 11월 26일","2,095.8","2,089.5","2,098.3","2,088.5","-","0.33%"
"2015년 11월 25일","2,088.9","2,089.3","2,093.0","2,086.3","-","-0.01%"
"2015년 11월 24일","2,089.1","2,084.4","2,094.1","2,070.3","-","0.12%"
"2015년 11월 23일","2,086.6","2,089.4","2,095.6","2,081.4","-","-0.12%"
"2015년 11월 20일","2,089.2","2,082.8","2,097.1","2,082.8","-","0.38%"
"2015년 11월 19일","2,081.2","2,083.7","2,086.7","2,078.8","-","-0.11%"
"2015년 11월 18일","2,083.6","2,052.0","2,085.3","2,052.0","-","1.62%"
"2015년 11월 17일","2,050.4","2,053.7","2,066.7","2,045.9","-","-0.13%"
"2015년 11월 16일","2,053.2","2,022.1","2,053.2","2,019.4","-","1.49%"
"2015년 11월 13일","2,023.0","2,044.6","2,044.6","2,022.0","-","-1.12%"
"2015년 11월 12일","2,046.0","2,072.3","2,072.3","2,045.7","-","-1.40%"
"2015년 11월 11일","2,075.0","2,083.4","2,086.9","2,074.9","-","-0.32%"
"2015년 11월 10일","2,081.7","2,077.2","2,083.7","2,069.9","-","0.15%"
"2015년 11월 09일","2,078.6","2,096.6","2,096.6","2,068.2","-","-0.98%"
"2015년 11월 06일","2,099.2","2,098.6","2,101.9","2,083.7","-","-0.03%"
"2015년 11월 05일","2,099.9","2,101.7","2,108.8","2,090.4","-","-0.11%"
"2015년 11월 04일","2,102.3","2,110.6","2,114.6","2,097.0","-","-0.35%"
"2015년 11월 03일","2,109.8","2,102.6","2,116.5","2,097.5","-","0.27%"
"2015년 11월 02일","2,104.1","2,080.8","2,106.2","2,080.8","-","1.19%"
"2015년 10월 30일","2,079.4","2,090.0","2,094.3","2,079.3","-","-0.48%"
"2015년 10월 29일","2,089.4","2,088.4","2,092.5","2,082.6","-","-0.04%"
"2015년 10월 28일","2,090.4","2,066.5","2,090.4","2,063.1","-","1.18%"
"2015년 10월 27일","2,065.9","2,068.8","2,070.4","2,058.8","-","-0.26%"
"2015년 10월 26일","2,071.2","2,075.1","2,075.1","2,066.5","-","-0.19%"
"2015년 10월 23일","2,075.1","2,058.2","2,079.7","2,058.2","-","1.10%"
"2015년 10월 22일","2,052.5","2,021.9","2,055.2","2,021.9","-","1.66%"
"2015년 10월 21일","2,018.9","2,033.5","2,038.0","2,017.2","-","-0.58%"
"2015년 10월 20일","2,030.8","2,033.1","2,039.1","2,026.6","-","-0.14%"
"2015년 10월 19일","2,033.7","2,031.7","2,034.4","2,022.3","-","0.03%"
"2015년 10월 16일","2,033.1","2,024.4","2,033.5","2,020.5","-","0.46%"
"2015년 10월 15일","2,023.9","1,996.5","2,024.2","1,996.5","-","1.49%"
"2015년 10월 14일","1,994.2","2,003.7","2,009.6","1,990.7","-","-0.47%"
"2015년 10월 13일","2,003.7","2,015.0","2,022.3","2,001.8","-","-0.68%"
"2015년 10월 12일","2,017.5","2,015.7","2,018.7","2,010.6","-","0.13%"
"2015년 10월 09일","2,014.9","2,013.7","2,020.1","2,007.6","-","0.07%"
"2015년 10월 08일","2,013.4","1,994.0","2,016.5","1,987.5","-","0.88%"
"2015년 10월 07일","1,995.8","1,982.3","1,999.3","1,976.4","-","0.80%"
"2015년 10월 06일","1,979.9","1,986.6","1,991.6","1,972.0","-","-0.36%"
"2015년 10월 05일","1,987.1","1,954.3","1,989.2","1,954.3","-","1.83%"
"2015년 10월 02일","1,951.4","1,921.8","1,951.4","1,893.7","-","1.43%"
"2015년 10월 01일","1,923.8","1,919.7","1,927.2","1,900.7","-","0.20%"
"2015년 09월 30일","1,920.0","1,887.1","1,920.5","1,887.1","-","1.91%"
"2015년 09월 29일","1,884.1","1,881.9","1,899.5","1,871.9","-","0.12%"
"2015년 09월 28일","1,881.8","1,929.2","1,929.2","1,879.2","-","-2.57%"
"2015년 09월 25일","1,931.3","1,935.9","1,952.9","1,921.5","-","-0.05%"
"2015년 09월 24일","1,932.2","1,934.8","1,937.2","1,908.9","-","-0.34%"
"2015년 09월 23일","1,938.8","1,943.2","1,949.5","1,932.6","-","-0.20%"
"2015년 09월 22일","1,942.7","1,961.4","1,961.4","1,929.2","-","-1.23%"
"2015년 09월 21일","1,967.0","1,960.8","1,979.6","1,955.8","-","0.46%"
"2015년 09월 18일","1,958.0","1,989.7","1,989.7","1,953.4","-","-1.62%"
"2015년 09월 17일","1,990.2","1,995.3","2,020.9","1,986.7","-","-0.26%"
"2015년 09월 16일","1,995.3","1,978.0","1,997.3","1,977.9","-","0.87%"
"2015년 09월 15일","1,978.1","1,955.1","1,983.2","1,954.3","-","1.28%"
"2015년 09월 14일","1,953.0","1,963.1","1,963.1","1,948.3","-","-0.41%"
"2015년 09월 11일","1,961.1","1,951.4","1,961.1","1,939.2","-","0.45%"
"2015년 09월 10일","1,952.3","1,941.6","1,965.3","1,937.2","-","0.53%"
"2015년 09월 09일","1,942.0","1,971.4","1,988.6","1,937.9","-","-1.39%"
"2015년 09월 08일","1,969.4","1,927.3","1,970.4","1,927.3","-","1.57%"
"2015년 09월 07일","1,938.9","1,925.5","1,944.2","1,919.7","-","0.69%"
"2015년 09월 06일","1,925.8","1,917.4","1,928.9","1,916.9","-","0.24%"
"2015년 09월 04일","1,921.2","1,947.8","1,947.8","1,911.2","-","-1.53%"
"2015년 09월 03일","1,951.1","1,950.8","1,975.0","1,944.7","-","0.12%"
"2015년 09월 02일","1,948.9","1,916.5","1,948.9","1,916.5","-","1.83%"
"2015년 09월 01일","1,913.8","1,970.1","1,970.1","1,903.1","-","-2.96%"
"2015년 08월 31일","1,972.2","1,986.7","1,986.7","1,966.0","-","-0.84%"
"2015년 08월 28일","1,988.9","1,986.1","1,993.5","1,975.2","-","0.06%"
"2015년 08월 27일","1,987.7","1,942.8","1,989.6","1,942.8","-","2.43%"
"2015년 08월 26일","1,940.5","1,872.8","1,943.1","1,872.8","-","3.90%"
"2015년 08월 25일","1,867.6","1,898.1","1,948.0","1,867.1","-","-1.35%"
"2015년 08월 24일","1,893.2","1,965.2","1,965.2","1,867.0","-","-3.94%"
"2015년 08월 21일","1,970.9","2,034.1","2,034.1","1,970.9","-","-3.19%"
"2015년 08월 20일","2,035.7","2,076.6","2,076.6","2,035.7","-","-2.11%"
"2015년 08월 19일","2,079.6","2,095.7","2,096.2","2,070.5","-","-0.83%"
"2015년 08월 18일","2,096.9","2,102.0","2,103.5","2,094.1","-","-0.26%"
"2015년 08월 17일","2,102.4","2,089.7","2,102.9","2,079.3","-","0.52%"
"2015년 08월 14일","2,091.5","2,083.1","2,092.4","2,080.6","-","0.39%"
"2015년 08월 13일","2,083.4","2,086.2","2,092.9","2,078.3","-","-0.13%"
"2015년 08월 12일","2,086.1","2,081.1","2,089.1","2,052.1","-","0.10%"
"2015년 08월 11일","2,084.1","2,102.7","2,102.7","2,076.5","-","-0.96%"
"2015년 08월 10일","2,104.2","2,081.0","2,105.4","2,081.0","-","1.28%"
"2015년 08월 07일","2,077.6","2,082.6","2,082.6","2,067.9","-","-0.29%"
"2015년 08월 06일","2,083.6","2,100.8","2,103.3","2,075.5","-","-0.78%"
"2015년 08월 05일","2,099.8","2,095.3","2,112.7","2,095.3","-","0.31%"
"2015년 08월 04일","2,093.3","2,097.7","2,102.5","2,088.6","-","-0.22%"
"2015년 08월 03일","2,098.0","2,104.5","2,105.7","2,087.3","-","-0.28%"
"2015년 07월 31일","2,103.8","2,111.6","2,114.2","2,102.1","-","-0.23%"
"2015년 07월 30일","2,108.6","2,106.8","2,110.5","2,095.0","-","0.00%"
"2015년 07월 29일","2,108.6","2,094.7","2,110.6","2,094.1","-","0.73%"
"2015년 07월 28일","2,093.3","2,070.8","2,095.6","2,069.1","-","1.24%"
"2015년 07월 27일","2,067.6","2,078.2","2,078.2","2,063.5","-","-0.58%"
"2015년 07월 24일","2,079.6","2,102.2","2,106.0","2,077.1","-","-1.07%"
"2015년 07월 23일","2,102.1","2,114.2","2,116.9","2,098.6","-","-0.57%"
"2015년 07월 22일","2,114.1","2,118.2","2,118.5","2,110.0","-","-0.24%"
"2015년 07월 21일","2,119.2","2,127.6","2,128.5","2,115.4","-","-0.43%"
"2015년 07월 20일","2,128.3","2,126.9","2,132.8","2,123.6","-","0.08%"
"2015년 07월 17일","2,126.6","2,126.8","2,128.9","2,119.9","-","0.11%"
"2015년 07월 16일","2,124.3","2,110.6","2,124.4","2,110.6","-","0.80%"
"2015년 07월 15일","2,107.4","2,109.0","2,114.1","2,102.5","-","-0.07%"
"2015년 07월 14일","2,108.9","2,099.7","2,112.0","2,098.2","-","0.45%"
"2015년 07월 13일","2,099.6","2,080.0","2,100.7","2,080.0","-","1.11%"
"2015년 07월 10일","2,076.6","2,052.7","2,081.3","2,052.7","-","1.23%"
"2015년 07월 09일","2,051.3","2,049.7","2,074.3","2,049.7","-","0.23%"
"2015년 07월 08일","2,046.7","2,077.7","2,077.7","2,044.7","-","-1.67%"
"2015년 07월 07일","2,081.3","2,069.5","2,083.7","2,044.0","-","0.61%"
"2015년 07월 06일","2,068.8","2,073.9","2,078.6","2,058.4","-","0.13%"
"2015년 07월 03일","2,066.1","2,068.1","2,071.9","2,063.4","-","-0.52%"
"2015년 07월 02일","2,076.8","2,078.0","2,085.1","2,071.0","-","-0.03%"
"2015년 07월 01일","2,077.4","2,067.0","2,082.8","2,067.0","-","0.69%"
"2015년 06월 30일","2,063.1","2,061.2","2,074.3","2,056.3","-","0.27%"
"2015년 06월 29일","2,057.6","2,098.6","2,098.6","2,056.6","-","-2.09%"
"2015년 06월 26일","2,101.5","2,102.6","2,108.9","2,095.4","-","-0.04%"
"2015년 06월 25일","2,102.3","2,110.0","2,116.0","2,101.8","-","-0.30%"
"2015년 06월 24일","2,108.6","2,123.6","2,125.1","2,108.6","-","-0.74%"
"2015년 06월 23일","2,124.2","2,123.2","2,128.0","2,119.9","-","0.06%"
"2015년 06월 22일","2,122.9","2,112.5","2,129.9","2,112.5","-","0.61%"
"2015년 06월 19일","2,110.0","2,121.1","2,121.6","2,109.4","-","-0.53%"
"2015년 06월 18일","2,121.2","2,101.6","2,126.6","2,101.6","-","0.99%"
"2015년 06월 17일","2,100.4","2,097.4","2,106.8","2,088.9","-","0.20%"
"2015년 06월 16일","2,096.3","2,084.3","2,097.4","2,082.1","-","0.57%"
"2015년 06월 15일","2,084.4","2,091.3","2,091.3","2,072.5","-","-0.46%"
"2015년 06월 12일","2,094.1","2,107.4","2,107.4","2,091.3","-","-0.70%"
"2015년 06월 11일","2,108.9","2,106.2","2,115.0","2,106.2","-","0.17%"
"2015년 06월 10일","2,105.2","2,081.1","2,108.5","2,081.1","-","1.20%"
"2015년 06월 09일","2,080.1","2,079.1","2,085.6","2,072.1","-","0.04%"
"2015년 06월 08일","2,079.3","2,092.3","2,093.0","2,079.1","-","-0.65%"
"2015년 06월 05일","2,092.8","2,095.1","2,101.0","2,085.7","-","-0.14%"
"2015년 06월 04일","2,095.8","2,112.4","2,112.9","2,093.2","-","-0.86%"
"2015년 06월 03일","2,114.1","2,110.6","2,121.9","2,109.6","-","0.21%"
"2015년 06월 02일","2,109.6","2,110.4","2,117.6","2,099.1","-","-0.10%"
"2015년 06월 01일","2,111.7","2,108.6","2,119.1","2,102.5","-","0.21%"
"2015년 05월 29일","2,107.4","2,120.7","2,120.7","2,104.9","-","-0.63%"
"2015년 05월 28일","2,120.8","2,122.3","2,122.3","2,112.9","-","-0.13%"
"2015년 05월 27일","2,123.5","2,105.1","2,126.2","2,105.1","-","0.92%"
"2015년 05월 26일","2,104.2","2,125.3","2,125.3","2,099.2","-","-0.86%"
"2015년 05월 25일","2,122.4","2,125.1","2,126.9","2,118.6","-","-0.12%"
"2015년 05월 24일","2,124.9","2,124.4","2,126.1","2,123.6","-","-0.05%"
"2015년 05월 22일","2,126.1","2,130.4","2,132.1","2,126.1","-","-0.22%"
"2015년 05월 21일","2,130.8","2,125.6","2,134.3","2,122.9","-","0.23%"
"2015년 05월 20일","2,125.9","2,127.8","2,134.7","2,122.6","-","-0.09%"
"2015년 05월 19일","2,127.8","2,129.4","2,133.0","2,124.5","-","-0.06%"
"2015년 05월 18일","2,129.2","2,121.3","2,131.8","2,120.0","-","0.30%"
"2015년 05월 15일","2,122.7","2,122.1","2,123.9","2,116.8","-","0.08%"
"2015년 05월 14일","2,121.1","2,100.4","2,121.4","2,100.4","-","1.08%"
"2015년 05월 13일","2,098.5","2,099.6","2,110.2","2,096.0","-","-0.03%"
"2015년 05월 12일","2,099.1","2,102.9","2,105.1","2,085.6","-","-0.29%"
"2015년 05월 11일","2,105.3","2,115.6","2,117.7","2,104.6","-","-0.51%"
"2015년 05월 08일","2,116.1","2,092.1","2,117.7","2,092.1","-","1.35%"
"2015년 05월 07일","2,088.0","2,080.0","2,092.9","2,075.0","-","0.38%"
"2015년 05월 06일","2,080.1","2,091.3","2,098.4","2,067.9","-","-0.45%"
"2015년 05월 05일","2,089.5","2,112.6","2,115.2","2,088.5","-","-1.18%"
"2015년 05월 04일","2,114.5","2,110.2","2,120.9","2,110.2","-","0.29%"
"2015년 05월 01일","2,108.3","2,087.4","2,108.4","2,087.4","-","1.09%"
"2015년 04월 30일","2,085.5","2,105.5","2,105.5","2,077.6","-","-1.01%"
"2015년 04월 29일","2,106.9","2,112.5","2,113.6","2,097.4","-","-0.37%"
"2015년 04월 28일","2,114.8","2,108.4","2,116.1","2,094.9","-","0.28%"
"2015년 04월 27일","2,108.9","2,119.3","2,125.9","2,107.0","-","-0.41%"
"2015년 04월 24일","2,117.7","2,112.8","2,120.9","2,112.8","-","0.23%"
"2015년 04월 23일","2,112.9","2,107.2","2,120.5","2,103.2","-","0.24%"
"2015년 04월 22일","2,108.0","2,098.3","2,110.0","2,091.1","-","0.51%"
"2015년 04월 21일","2,097.3","2,102.8","2,109.6","2,094.4","-","-0.15%"
"2015년 04월 20일","2,100.4","2,084.1","2,103.9","2,084.1","-","0.92%"
"2015년 04월 17일","2,081.2","2,102.6","2,102.6","2,072.4","-","-1.13%"
"2015년 04월 16일","2,105.0","2,106.0","2,111.3","2,100.0","-","-0.08%"
"2015년 04월 15일","2,106.6","2,097.8","2,111.9","2,097.8","-","0.51%"
"2015년 04월 14일","2,095.8","2,092.3","2,098.6","2,083.2","-","0.16%"
"2015년 04월 13일","2,092.4","2,102.0","2,107.6","2,092.3","-","-0.46%"
"2015년 04월 10일","2,102.1","2,091.5","2,102.6","2,091.5","-","0.52%"
"2015년 04월 09일","2,091.2","2,081.3","2,093.3","2,074.3","-","0.45%"
"2015년 04월 08일","2,081.9","2,076.9","2,086.7","2,073.3","-","0.27%"
"2015년 04월 07일","2,076.3","2,080.8","2,089.8","2,076.1","-","-0.21%"
"2015년 04월 06일","2,080.6","2,064.9","2,087.0","2,056.5","-","1.03%"
"2015년 04월 03일","2,059.5","2,060.0","2,063.8","2,038.0","-","-0.36%"
"2015년 04월 02일","2,067.0","2,060.0","2,072.2","2,057.3","-","0.35%"
"2015년 04월 01일","2,059.7","2,067.6","2,067.6","2,048.4","-","-0.40%"
"2015년 03월 31일","2,067.9","2,084.1","2,084.1","2,067.0","-","-0.88%"
"2015년 03월 30일","2,086.2","2,064.1","2,089.0","2,064.1","-","1.22%"
"2015년 03월 27일","2,061.0","2,055.8","2,062.8","2,053.0","-","0.24%"
"2015년 03월 26일","2,056.1","2,059.9","2,067.1","2,045.5","-","-0.24%"
"2015년 03월 25일","2,061.1","2,093.1","2,097.4","2,061.1","-","-1.46%"
"2015년 03월 24일","2,091.5","2,103.9","2,107.6","2,091.5","-","-0.61%"
"2015년 03월 23일","2,104.4","2,108.0","2,114.9","2,104.4","-","-0.17%"
"2015년 03월 20일","2,108.1","2,090.3","2,113.9","2,090.3","-","0.90%"
"2015년 03월 19일","2,089.3","2,098.7","2,098.7","2,085.6","-","-0.49%"
"2015년 03월 18일","2,099.5","2,072.8","2,106.9","2,061.2","-","1.22%"
"2015년 03월 17일","2,074.3","2,080.6","2,080.6","2,065.1","-","-0.33%"
"2015년 03월 16일","2,081.2","2,055.4","2,081.4","2,055.4","-","1.35%"
"2015년 03월 13일","2,053.4","2,064.6","2,064.6","2,041.2","-","-0.61%"
"2015년 03월 12일","2,065.9","2,041.1","2,066.4","2,041.1","-","1.26%"
"2015년 03월 11일","2,040.2","2,044.7","2,050.1","2,039.7","-","-0.19%"
"2015년 03월 10일","2,044.2","2,076.1","2,076.1","2,044.2","-","-1.70%"
"2015년 03월 09일","2,079.4","2,072.3","2,083.5","2,072.2","-","0.39%"
"2015년 03월 06일","2,071.3","2,100.9","2,100.9","2,067.3","-","-1.42%"
"2015년 03월 05일","2,101.0","2,098.5","2,104.3","2,095.2","-","0.12%"
"2015년 03월 04일","2,098.5","2,107.7","2,107.7","2,087.6","-","-0.44%"
